0, 0
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 256
512, 256
512, 256
512, 256
512, 256
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 256
512, 256
512, 256
512, 256
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 256
512, 256
512, 256
512, 256
512, 512
512, 512
512, 512
512, 512
512, 256
512, 256
512, 256
512, 256
512, 512
512, 512
512, 512
512, 512
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 256
512, 256
512, 256
512, 256
512, 512
512, 512
512, 512
512, 512
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
512, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
256, 256
512, 256
512, 256
512, 256
512, 256
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 512
512, 768
512, 768
512, 768
512, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
768, 768
